dealer,review_text,source,clean_review,word_count,tb_polarity,vader_compound,sentiment
Royal South Toyota,"Zach was pleasant and very helpful during the purchase process. He also took a lot of time in the car with me after the “buy” , explaining all the features of the car which were quite new to me as my trade in was 10 years old.",DealerRater,"zach was pleasant and very helpful during the purchase process. he also took a lot of time in the car with me after the “buy” , explaining all the features of the car which were quite new to me as my trade in was 10 years old.",47,0.2924242424242425,0.7501,Positive
Royal South Toyota,"They made unnecessary, botched repairs on my car. Three visits and THOUSANDS of dollars later, my car has the same problem/trouble code it did when I first brought it in. The repairs were carelessly done every time (not reattaching the glovebox, gasoline leaking from the engine, forgetting to tighten bolts) but most importantly, they failed to fix the issue. I paid for separate repairs as the story changed, none of which fixed my car. When I lost confidence and refused a fourth visit for the same trouble code, they would not give me even a partial refund and claimed the repairs were exploratory. This is a classic example of how women are taken advantage of and targeted by this industry. I was told twice the repairs would fix my car, and I believed them. In the end I was overcharged and forced into unnecessary and sloppy repairs, with absolutely nothing to show for it. I am reporting this business.",DealerRater,"they made unnecessary, botched repairs on my car. three visits and thousands of dollars later, my car has the same problem/trouble code it did when i first brought it in. the repairs were carelessly done every time (not reattaching the glovebox, gasoline leaking from the engine, forgetting to tighten bolts) but most importantly, they failed to fix the issue. i paid for separate repairs as the story changed, none of which fixed my car. when i lost confidence and refused a fourth visit for the same trouble code, they would not give me even a partial refund and claimed the repairs were exploratory. this is a classic example of how women are taken advantage of and targeted by this industry. i was told twice the repairs would fix my car, and i believed them. in the end i was overcharged and forced into unnecessary and sloppy repairs, with absolutely nothing to show for it. i am reporting this business.",159,-0.06666666666666668,-0.8521,Negative
Royal South Toyota,"maintenance. Beforehand I checked fluid levels and marked my tires to make sure they got rotated as I've been burned in the past at other auto shops. When they were finished, I was given a several page readout of everything that was performed. My wiper fluid was still almost empty and my tires had not been rotated as stated they were. I went back in and explained to a service dept man up front what I found and stated how can I trust that all the other items on the checklist were even done. I told him I want another tech to redo the entire checklist. Afterward, he came back and said that he had the service manager redo it. The tires were rotated this time. However, the lugnuts are on way too tight that I would be unable to change a tire if I get a flat, I smell a burning smell each day that I drive it and it has been over 3 weeks since that appointment, and some settings on my vehicle have been reset including a trip A mileage that I am unable to reset and get the total mileage back on the screen. Idk if the battery was unhooked at the appointment causing this to happen or if there had been some sort of software update. Regardless, Idk why still having a burning smell after over 3 weeks and I cannot trust to take it back there again if I was lied to by the original tech about simple checklist items being done. It's not a free new vehicle ToyotaCare maintenance 2 yrs or 25,000 mile. It's paid for in the price of buying the vehicle. I didn't pay to be lied to. And I'm sure Toyota wouldn't appreciate it as I'm sure they compensate dealerships participating in this program.",DealerRater,"maintenance. beforehand i checked fluid levels and marked my tires to make sure they got rotated as i've been burned in the past at other auto shops. when they were finished, i was given a several page readout of everything that was performed. my wiper fluid was still almost empty and my tires had not been rotated as stated they were. i went back in and explained to a service dept man up front what i found and stated how can i trust that all the other items on the checklist were even done. i told him i want another tech to redo the entire checklist. afterward, he came back and said that he had the service manager redo it. the tires were rotated this time. however, the lugnuts are on way too tight that i would be unable to change a tire if i get a flat, i smell a burning smell each day that i drive it and it has been over 3 weeks since that appointment, and some settings on my vehicle have been reset including a trip a mileage that i am unable to reset and get the total mileage back on the screen. idk if the battery was unhooked at the appointment causing this to happen or if there had been some sort of software update. regardless, idk why still having a burning smell after over 3 weeks and i cannot trust to take it back there again if i was lied to by the original tech about simple checklist items being done. it's not a free new vehicle toyotacare maintenance 2 yrs or 25,000 mile. it's paid for in the price of buying the vehicle. i didn't pay to be lied to. and i'm sure toyota wouldn't appreciate it as i'm sure they compensate dealerships participating in this program.",305,0.004311688311688306,-0.267,Negative
Royal South Toyota,"and milage. I found what I was looking for and from the beginning to the end Zack was extreemly helpful. He went to bat for me to get the deal I needed to make. He kept me informed during the process. Believe me, Zack worked for his pay. Everyone we worked with at the dealership was very friendly and helpful.",DealerRater,"and milage. i found what i was looking for and from the beginning to the end zack was extreemly helpful. he went to bat for me to get the deal i needed to make. he kept me informed during the process. believe me, zack worked for his pay. everyone we worked with at the dealership was very friendly and helpful.",60,0.48750000000000004,0.8384,Positive
Royal South Toyota,"wonderful experience buying a used car at Royal South Toyota. Zach Bird was informative, honest and patient as I made my choice. They were willing to negotiate and kept me informed during the entire process as they helped with financing and keeping me within my budget.  I can definitely  recommend them and Zach. I’ll be having my new to me car serviced at this location as well. Thanks!",DealerRater,"wonderful experience buying a used car at royal south toyota. zach bird was informative, honest and patient as i made my choice. they were willing to negotiate and kept me informed during the entire process as they helped with financing and keeping me within my budget. i can definitely recommend them and zach. i’ll be having my new to me car serviced at this location as well. thanks!",68,0.3194805194805195,0.9476,Positive
Royal South Toyota,state. Sales staff were rude and did not act like they wanted to sell the vehicle. They were disorganized and not reliable. I wish I had not bought my vehicle from them. I could say a lot more but not enough space here to do so. Check out my review on Yelp.,DealerRater,state. sales staff were rude and did not act like they wanted to sell the vehicle. they were disorganized and not reliable. i wish i had not bought my vehicle from them. i could say a lot more but not enough space here to do so. check out my review on yelp.,52,0.06666666666666667,-0.5837,Negative
Royal South Toyota,"all my checks, oil changes and needs. Service is excellent. Two days ago, I bought a newer Toyota Camry with only 10,000 miles on it. Ed was the sales person to assist me. He was excellent in answering my questions and sending me off for a test drive. I decided to buy the vehicle and will pick it up in a day. The entire process was smooth and easy.,Thanks Toyota. I’ll never buy a different brand car or go anywhere else to purchase!",DealerRater,"all my checks, oil changes and needs. service is excellent. two days ago, i bought a newer toyota camry with only 10,000 miles on it. ed was the sales person to assist me. he was excellent in answering my questions and sending me off for a test drive. i decided to buy the vehicle and will pick it up in a day. the entire process was smooth and easy.,thanks toyota. i’ll never buy a different brand car or go anywhere else to purchase!",83,0.39999999999999997,0.8268,Positive
Royal South Toyota,"from salesperson, Dan Aiken. Felt no pressure to purchase. Dan worked with me on my list of 'must haves' in a car, presenting options from which I could consider. Great experience!",DealerRater,"from salesperson, dan aiken. felt no pressure to purchase. dan worked with me on my list of 'must haves' in a car, presenting options from which i could consider. great experience!",31,1.0,0.7415,Positive
Royal South Toyota,"worked with salesperson, Justin Robinson at Royal South Toyota.  He listened and helped us locate the car that we were looking for.  The financial process was smooth and fast.  I highly recommend Royal South Toyota for your next purchase and definitely their maintenance service!",DealerRater,"worked with salesperson, justin robinson at royal south toyota. he listened and helped us locate the car that we were looking for. the financial process was smooth and fast. i highly recommend royal south toyota for your next purchase and definitely their maintenance service!",44,0.12666666666666668,0.6989,Positive
Royal South Toyota,"Now, I was really interested, but the entire time, I felt pressured and as if I had to move RIGHT NOW or the deal wouldn’t even be available the next day. It’s not even a “deal” at MSRP and I wasn’t 100% sure which trim I wanted. I received quick emails and after now filling out a credit app and sending a deposit within 24 hours, I was asked if I “fell off the earth” and then told it “it’s sold” when I did respond. The vehicle is still online, so I have my doubts about it being sold, and dealership hours aren’t friendly to those who make a good living because we typically have more responsibility and sometimes have to work later than 6pm. At the end of the day, I won’t take it personal. Feels a little personal now, but that will go away. It’s your loss in the end. Vehicles may be in high demand, but there are plenty of them out there and my money is good everywhere. Except there obviously.",DealerRater,"now, i was really interested, but the entire time, i felt pressured and as if i had to move right now or the deal wouldn’t even be available the next day. it’s not even a “deal” at msrp and i wasn’t 100% sure which trim i wanted. i received quick emails and after now filling out a credit app and sending a deposit within 24 hours, i was asked if i “fell off the earth” and then told it “it’s sold” when i did respond. the vehicle is still online, so i have my doubts about it being sold, and dealership hours aren’t friendly to those who make a good living because we typically have more responsibility and sometimes have to work later than 6pm. at the end of the day, i won’t take it personal. feels a little personal now, but that will go away. it’s your loss in the end. vehicles may be in high demand, but there are plenty of them out there and my money is good everywhere. except there obviously.",175,0.21388227513227515,0.9099,Positive
Royal South Toyota,"Got there about 10:00 AM. At 11:30 the service rep came out and said I had a nail in my tire and it would take 15 to 20 minutes to fix. At 11:55 I went to the desk and the car was just being lifted up on the rack. I complained that 2 hours for a 10,000 mile maintenance check was ridiculous. They didn't charge for the tire plug, but I still wondered why did I make an appointment?",DealerRater,"got there about 10:00 am. at 11:30 the service rep came out and said i had a nail in my tire and it would take 15 to 20 minutes to fix. at 11:55 i went to the desk and the car was just being lifted up on the rack. i complained that 2 hours for a 10,000 mile maintenance check was ridiculous. they didn't charge for the tire plug, but i still wondered why did i make an appointment?",79,-0.31666666666666665,-0.3818,Negative
Royal South Toyota,"for $10,500.  On the way home from purchasing the car ran poorly and the check engine light came on.  We immediately contacted the sales representative we worked with, Ed Morgan, and he said we got a great deal and there was nothing Royal South could do.  We took it to a local shop and they diagnosed that the engine had blown a head gasket and needed a new engine and other related damaged parts.  We contacted Ed Morgan again with this shop's diagnosis and he didn't even respond, let alone offer to have the certified Toyota service shop to look at it and verify.  The car is currently in the shop and the bill will be $6000 to repair.  It is apparent that Royal South cleared the codes before we purchased to make it appear like the engine wasn't blown.  Also, we were manipulated into signing an ""as is"" agreement, which gets Royal South off the hook.  Since then, I have stopped servicing my Volkswagen with Royal East, since they are affiliated.  Also, I have purchased new Toyota Rav 4 from another dealer in Indiana and do all the service with them, because we will never work with Royal South again.  They are obviously crooks and have missed out on over $40,000 of sales and service from us due to their dishonesty and poor management.",DealerRater,"for $10,500. on the way home from purchasing the car ran poorly and the check engine light came on. we immediately contacted the sales representative we worked with, ed morgan, and he said we got a great deal and there was nothing royal south could do. we took it to a local shop and they diagnosed that the engine had blown a head gasket and needed a new engine and other related damaged parts. we contacted ed morgan again with this shop's diagnosis and he didn't even respond, let alone offer to have the certified toyota service shop to look at it and verify. the car is currently in the shop and the bill will be $6000 to repair. it is apparent that royal south cleared the codes before we purchased to make it appear like the engine wasn't blown. also, we were manipulated into signing an ""as is"" agreement, which gets royal south off the hook. since then, i have stopped servicing my volkswagen with royal east, since they are affiliated. also, i have purchased new toyota rav 4 from another dealer in indiana and do all the service with them, because we will never work with royal south again. they are obviously crooks and have missed out on over $40,000 of sales and service from us due to their dishonesty and poor management.",225,0.03636363636363637,-0.3612,Negative
Royal South Toyota,"times, the whole negotiation and deal only took a couple hours. It was all straightforward, no underhanded games were played, and I wasn’t pressured into anything I wasn’t comfortable with. Very smooth process and I felt like I was treated as a valued customer.",DealerRater,"times, the whole negotiation and deal only took a couple hours. it was all straightforward, no underhanded games were played, and i wasn’t pressured into anything i wasn’t comfortable with. very smooth process and i felt like i was treated as a valued customer.",44,0.29900000000000004,0.7906,Positive
Royal South Toyota,recommend for new or used car and especially service.,DealerRater,recommend for new or used car and especially service.,9,0.06818181818181818,0.3612,Positive
Royal South Toyota,purchased are excellent. Everyone was super nice & helpful. Thank you.,DealerRater,purchased are excellent. everyone was super nice & helpful. thank you.,11,0.6444444444444444,0.9403,Positive
Royal South Toyota,Appreciate that for our car. Will plan on returning for future services. Thank you. Eric and Barb.,DealerRater,appreciate that for our car. will plan on returning for future services. thank you. eric and barb.,17,0.0,0.6369,Positive
Royal South Toyota,"Connor was so helpful and responsive. After a rough experience with another dealer in town, it was so nice to deal with someone who was honest and polite. We highly recommend Connor when you purchase or lease your car at Royal. Also, we should mention the sales manager Brian who was able to locate the exact car we were looking for and worked some magic to get it for us. We are definitely coming back for our next vehicle purchase.",DealerRater,"connor was so helpful and responsive. after a rough experience with another dealer in town, it was so nice to deal with someone who was honest and polite. we highly recommend connor when you purchase or lease your car at royal. also, we should mention the sales manager brian who was able to locate the exact car we were looking for and worked some magic to get it for us. we are definitely coming back for our next vehicle purchase.",80,0.251,0.9571,Positive
Royal South Toyota,recall on my Tacoma. Have always been happy with the service I received. They do an exceptional job each and every time.,DealerRater,recall on my tacoma. have always been happy with the service i received. they do an exceptional job each and every time.,22,0.7333333333333334,0.5719,Positive
Royal South Toyota,Ed Morgan during my assessment and purchase. They were quick to respond to inquiries and happily answered all my question. A very pleasant experience.,DealerRater,ed morgan during my assessment and purchase. they were quick to respond to inquiries and happily answered all my question. a very pleasant experience.,24,0.6955555555555556,0.8016,Positive
Royal South Toyota,"are excellent facilitators, and they answer my many questions.  I fully trust the Service at this well run facility.",DealerRater,"are excellent facilitators, and they answer my many questions. i fully trust the service at this well run facility.",19,0.75,0.8647,Positive
Royal South Toyota,committed something and then when you turn at dealership you are into new arena and new battle to be fought. Not recommended,DealerRater,committed something and then when you turn at dealership you are into new arena and new battle to be fought. not recommended,22,0.13636363636363635,-0.5255,Negative
Royal South Toyota,"vehicles over the past 10 years! Dave Dove, Sales & Leasing Consultant, Andy Long, General Manager,  Richard & Curt in Parts, Chris, Mike & Sam in Service, Lesley in the Office and Tracy, the Custodian are 2nd to none!  Every employee has one clear focus - Customer Service! And their new & used products are the Best in the Automotive World! I highly recommend Royal South Toyota! (Even our 2 Golden Retrievers like to stop by!)",DealerRater,"vehicles over the past 10 years! dave dove, sales & leasing consultant, andy long, general manager, richard & curt in parts, chris, mike & sam in service, lesley in the office and tracy, the custodian are 2nd to none! every employee has one clear focus - customer service! and their new & used products are the best in the automotive world! i highly recommend royal south toyota! (even our 2 golden retrievers like to stop by!)",76,0.1693181818181818,0.9014,Positive
Royal South Toyota,"All aspects of service and employees excellent. Five stars!!! Received estimate and updates. Shuttle driver was very nice, and called to notify of his arrival at my pick-up spot. DDM.",DealerRater,"all aspects of service and employees excellent. five stars!!! received estimate and updates. shuttle driver was very nice, and called to notify of his arrival at my pick-up spot. ddm.",30,0.89,0.8257,Positive
Royal South Toyota,"As this was my first visit to Royal South, I was impressed by the efficiency of the Service Writer and ease of drop off. I've owned my car nearly a decade and, although it isn't particularly high milage for it's age, I do anticipate an occasional up-charge for problems that aren't immediately apparent. However, I got in quickly, was evaluated quickly, informed of suggested replacements of filters and rubber, and was out in about an hour. One comment, I could do without the day-time TV programs in the customer lounge. 
Aside from that it was a good experience and, lucky, with in walking distance of my house. I'll be back.",DealerRater,"as this was my first visit to royal south, i was impressed by the efficiency of the service writer and ease of drop off. i've owned my car nearly a decade and, although it isn't particularly high milage for it's age, i do anticipate an occasional up-charge for problems that aren't immediately apparent. however, i got in quickly, was evaluated quickly, informed of suggested replacements of filters and rubber, and was out in about an hour. one comment, i could do without the day-time tv programs in the customer lounge. aside from that it was a good experience and, lucky, with in walking distance of my house. i'll be back.",110,0.2963636363636364,0.8505,Positive
Royal South Toyota,"Recently, we had to replace our beloved mini-van, originally purchased at Royal South Toyota.
Over the years, we loved the routine maintenance and service we received. (Our kids especially loved the kid-friendly waiting area!)
There was no question in our minds that, when it came time to purchase our next vehicle, we wanted to work with Royal South again. They helped us find the exact model of Toyota Sienna we were looking for. Every single employee we worked with was kind, helpful, and accommodating to our needs. 
We highly recommend Royal South Toyota to anyone considering purchasing a vehicle, or simply getting a vehicle serviced. Their customer service is outstanding!",DealerRater,"recently, we had to replace our beloved mini-van, originally purchased at royal south toyota. over the years, we loved the routine maintenance and service we received. (our kids especially loved the kid-friendly waiting area!) there was no question in our minds that, when it came time to purchase our next vehicle, we wanted to work with royal south again. they helped us find the exact model of toyota sienna we were looking for. every single employee we worked with was kind, helpful, and accommodating to our needs. we highly recommend royal south toyota to anyone considering purchasing a vehicle, or simply getting a vehicle serviced. their customer service is outstanding!",110,0.36154761904761906,0.9744,Positive
Royal South Toyota,A truly amazing car buying experience!  Thank you to Ed Morgan for making us feel so comfortable with the whole process.  They really take care of their customers here.,DealerRater,a truly amazing car buying experience! thank you to ed morgan for making us feel so comfortable with the whole process. they really take care of their customers here.,29,0.3875,0.9532,Positive
Royal South Toyota,"I’d like to thank Martin and Mike in the sales department at Royal South. From negotiating a fair final price, to staying late on a couple cold, blustery evenings, to taking care of some post-purchase issues that Royal really had no legal obligation to take care of, Martin, Mike, and the Royal South staff made this car buying experience one for the ages.
In Royal’s case, apparently - the “word of a car-salesman” is as good as gold.",DealerRater,"i’d like to thank martin and mike in the sales department at royal south. from negotiating a fair final price, to staying late on a couple cold, blustery evenings, to taking care of some post-purchase issues that royal really had no legal obligation to take care of, martin, mike, and the royal south staff made this car buying experience one for the ages. in royal’s case, apparently - the “word of a car-salesman” is as good as gold.",78,0.08124999999999999,0.9354,Positive
Royal South Toyota,A friend and I purchased two Tacomas together as a package deal from Royal South.  We dealt with general manager Andy Long and salesman Eric Willeroy. They were very professional and helpful in every way. It was a great experience and I would definitely go back again.,DealerRater,a friend and i purchased two tacomas together as a package deal from royal south. we dealt with general manager andy long and salesman eric willeroy. they were very professional and helpful in every way. it was a great experience and i would definitely go back again.,47,0.186,0.9196,Positive
Royal South Toyota,Eric did a excellent job while selling us a new car and I highly recommend this salesman and this dealership. I would definitely buy from them again.,DealerRater,eric did a excellent job while selling us a new car and i highly recommend this salesman and this dealership. i would definitely buy from them again.,27,0.32409090909090904,0.8479,Positive
Royal South Toyota,Royal treated us great when buying our new car. Everyone done everything they could to help us. I’m very pleased with them. Will definitely I back when time for another car.,DealerRater,royal treated us great when buying our new car. everyone done everything they could to help us. i’m very pleased with them. will definitely i back when time for another car.,31,0.3965909090909091,0.9134,Positive
Royal South Toyota,"Royal always gives me excellent service with my RAV4.  I have bought 3 Toyotas through Royal and each car received excellent services, I would buy another Toyota through Royal Toyota.",DealerRater,"royal always gives me excellent service with my rav4. i have bought 3 toyotas through royal and each car received excellent services, i would buy another toyota through royal toyota.",30,1.0,0.8126,Positive
Royal South Toyota,Great experience from start to finish. Greg and Andy really went out of their way to meet my needs and get me on the road with a great deal. Would highly reccomend!,DealerRater,great experience from start to finish. greg and andy really went out of their way to meet my needs and get me on the road with a great deal. would highly reccomend!,32,0.5,0.8588,Positive
Royal South Toyota,Royal South worked with me on 2 trade-ins for a newer car. I really thought this would be impossible but Royal made it happen. I really appreciate them helping me. I now have one much lower car payment and a really great car in the RAV4. Thank you!,DealerRater,royal south worked with me on 2 trade-ins for a newer car. i really thought this would be impossible but royal made it happen. i really appreciate them helping me. i now have one much lower car payment and a really great car in the rav4. thank you!,48,0.18666666666666668,0.9434,Positive
Royal South Toyota,"In February of 2018, found Royal South Toyota on the internet, interested in a purchasing a Toyota Tacoma with a lift kit. Was promised pictures of recent vehicles and an approximate quote, never happened.

This past week May 21st 2018, contacted front desk, was connected with a salesman, Mr. Morgan, must not have listened, listed what I wanted, not once, but twice two separate occasions, received some feed back the first day, an email with optional tires. Absent, was a quote, it’s now the 26th of May, still nothing.

I fully understand in February it’s far out to project a price, but in business, some type of response, follow up would be nice. Definitely won’t go through them. Ignore me, reach back out, shame on me. Ignore me, reach out, shame on you. Was willing to drop 50k there, wouldn’t accept a 50k truck from them if they sold it for 40k.",DealerRater,"in february of 2018, found royal south toyota on the internet, interested in a purchasing a toyota tacoma with a lift kit. was promised pictures of recent vehicles and an approximate quote, never happened. this past week may 21st 2018, contacted front desk, was connected with a salesman, mr. morgan, must not have listened, listed what i wanted, not once, but twice two separate occasions, received some feed back the first day, an email with optional tires. absent, was a quote, it’s now the 26th of may, still nothing. i fully understand in february it’s far out to project a price, but in business, some type of response, follow up would be nice. definitely won’t go through them. ignore me, reach back out, shame on me. ignore me, reach out, shame on you. was willing to drop 50k there, wouldn’t accept a 50k truck from them if they sold it for 40k.",152,0.06666666666666667,-0.5994,Negative
Royal South Toyota,"I live in Chicago, IL and I was referred to Royal South Toyota by another Chicagoan. At first I was hesitant about purchasing a car outside of Illinois but so glad I did it! After back and forth communication via phone calls and emails, Royal South Toyota worked with me and I got a great deal for a 2018 Toyota Corolla SE (black) which included 0% APR for 60months. I compared the entire deal with other Toyota dealerships in Chicago and Royal South had the best one!!

I traveled to Bloomington, IN to finalize the purchase. I traveled there because I wanted to see the car in person before finalizing anything however Royal South also offers delivery for a couple of hundred dollars if you can't travel to the dealership. Once I arrived, everyone was kind and welcoming to me. Also, the vehicle was ready to go- washed, shiny, gorgeous and in superb condition! I couldn't have been any happier!! The process was quick and easy since I had agreed upon a deal before arriving there. 

The entire experience of purchasing the vehicle was EXCELLENT. The dealers have excellent customer service! I'm very satisfied with my purchase. Special thanks to Andy Long and James Wright for making my purchase happen! I highly recommend this dealership to ANYONE, even if you live outside of Indiana!!

Don't think about it twice! Go get your vehicle at Royal South Toyota, you will not regret it!",DealerRater,"i live in chicago, il and i was referred to royal south toyota by another chicagoan. at first i was hesitant about purchasing a car outside of illinois but so glad i did it! after back and forth communication via phone calls and emails, royal south toyota worked with me and i got a great deal for a 2018 toyota corolla se (black) which included 0% apr for 60months. i compared the entire deal with other toyota dealerships in chicago and royal south had the best one!! i traveled to bloomington, in to finalize the purchase. i traveled there because i wanted to see the car in person before finalizing anything however royal south also offers delivery for a couple of hundred dollars if you can't travel to the dealership. once i arrived, everyone was kind and welcoming to me. also, the vehicle was ready to go- washed, shiny, gorgeous and in superb condition! i couldn't have been any happier!! the process was quick and easy since i had agreed upon a deal before arriving there. the entire experience of purchasing the vehicle was excellent. the dealers have excellent customer service! i'm very satisfied with my purchase. special thanks to andy long and james wright for making my purchase happen! i highly recommend this dealership to anyone, even if you live outside of indiana!! don't think about it twice! go get your vehicle at royal south toyota, you will not regret it!",242,0.345458152958153,0.998,Positive
Royal South Toyota,"I couldn't have been more pleased with the customer service I got at Royal South.  I contacted them after I found a truck online and Andy got back to me right away.  He was very helpful and great to deal with.  I drove three hours to get there and decided even though the truck was a great deal and exactly what they told me it was,  I was actually not ready to purchase a truck.   Larry, the salesperson, Andy, and everyone that I dealt with were very understanding and professional.  When I am ready to buy, I will be willing to drive to Royal South again.",DealerRater,"i couldn't have been more pleased with the customer service i got at royal south. i contacted them after i found a truck online and andy got back to me right away. he was very helpful and great to deal with. i drove three hours to get there and decided even though the truck was a great deal and exactly what they told me it was, i was actually not ready to purchase a truck. larry, the salesperson, andy, and everyone that i dealt with were very understanding and professional. when i am ready to buy, i will be willing to drive to royal south again.",106,0.3065934065934066,0.9445,Positive
Royal South Toyota,"Best experience ever buying a new vehicle!
Andy was very pleasant in dealing with and giving me the best deal compared to 3 other dealers, awesome! 
Dave dove very friendly and knowledgable about my new highlander hybrid and took the time to explain how everything works.

Scott Lee explain the financial part very well and was very thorough and got us out very quickly as we had a excited 4 year old, lol

Highly satisfied and would recommend! !!",DealerRater,"best experience ever buying a new vehicle! andy was very pleasant in dealing with and giving me the best deal compared to 3 other dealers, awesome! dave dove very friendly and knowledgable about my new highlander hybrid and took the time to explain how everything works. scott lee explain the financial part very well and was very thorough and got us out very quickly as we had a excited 4 year old, lol highly satisfied and would recommend! !!",79,0.48172170928030306,0.9885,Positive
Royal South Toyota,"I knew that I wanted to try several models.  Everyone was patient with me and gave me the alone time I needed to evaluate each vehicle.  They didn’t have the color I wanted but found the car I wanted within a short time.  I’m a long time Toyota owner and have only good things to say about sales, service and the collision shop.",DealerRater,"i knew that i wanted to try several models. everyone was patient with me and gave me the alone time i needed to evaluate each vehicle. they didn’t have the color i wanted but found the car i wanted within a short time. i’m a long time toyota owner and have only good things to say about sales, service and the collision shop.",63,0.12999999999999998,0.0258,Neutral
Royal South Toyota,"We recently test drove a vehicle at Royal South Toyota Scion.  The vehicle we were interested had a ""home made"" sticker with an unreasonably high dealer mark-up in addition to the original sticker.  The salesperson was rather condescending.  The dealer wanted $2,500 over MSRP.  We had a great laugh driving home.",DealerRater,"we recently test drove a vehicle at royal south toyota scion. the vehicle we were interested had a ""home made"" sticker with an unreasonably high dealer mark-up in addition to the original sticker. the salesperson was rather condescending. the dealer wanted $2,500 over msrp. we had a great laugh driving home.",51,0.31416666666666665,0.9136,Positive
Royal South Toyota,"We enjoyed working with Dave Dove and his co-workers.  They were knowledgeable, courteous, fair and detailed in their follow-up.  We purchased a Sienna and have been delighted with it.  Dave helped us sort through options, costs, availability and procurement.  Vehicle transfers went smoothly and quickly.",DealerRater,"we enjoyed working with dave dove and his co-workers. they were knowledgeable, courteous, fair and detailed in their follow-up. we purchased a sienna and have been delighted with it. dave helped us sort through options, costs, availability and procurement. vehicle transfers went smoothly and quickly.",45,0.5190476190476191,0.9042,Positive
Royal South Toyota,the current 2006 tan 4 runner on the lot drove 4 hours to see/ buy it- seriously some shady stuff afoot fresh undercoat and grease dripping from underneath everywhere. has serious amount of scratches under all 4 door handles. rear fender flairs are loose on the front both sides. no mounting flange is there for them to mount to. has been rusted off or ground off. visible fiberglass patch on drivers side under loose fender flair. either been wrecked or rusted and hid. work appears to be fresh. interior scratches in plastic. appears to have spent some time on gravel roads or something . alot of surface rust sprayed over with undercoat including shocks.they refused  to come down on price over the phone on count of it being in pristine condition. needless to say i got my deposit back and drove home after 5 minutes angry. this vehicle would be as poor of a rating as you could get on condition without having clearly visible damage. they claim no knowledge of anything. if that is true and they gave top dollar for it for being in excellent shape. would also worry me as a buyer.,DealerRater,the current 2006 tan 4 runner on the lot drove 4 hours to see/ buy it- seriously some shady stuff afoot fresh undercoat and grease dripping from underneath everywhere. has serious amount of scratches under all 4 door handles. rear fender flairs are loose on the front both sides. no mounting flange is there for them to mount to. has been rusted off or ground off. visible fiberglass patch on drivers side under loose fender flair. either been wrecked or rusted and hid. work appears to be fresh. interior scratches in plastic. appears to have spent some time on gravel roads or something . alot of surface rust sprayed over with undercoat including shocks.they refused to come down on price over the phone on count of it being in pristine condition. needless to say i got my deposit back and drove home after 5 minutes angry. this vehicle would be as poor of a rating as you could get on condition without having clearly visible damage. they claim no knowledge of anything. if that is true and they gave top dollar for it for being in excellent shape. would also worry me as a buyer.,195,-0.009781576448243104,-0.932,Negative
Royal South Toyota,"We recently bought our 11th car from this dealership and you can't find better people to deal with.
Brian and Dave Dove are exceptional and will always strive to get you the best deal possible. We travel to Bloomington to make our purchase, even though we have many dealers in our city. The entire dealership are superb in every aspect. Love the pin-stripping too! Thanks to ALL!",DealerRater,"we recently bought our 11th car from this dealership and you can't find better people to deal with. brian and dave dove are exceptional and will always strive to get you the best deal possible. we travel to bloomington to make our purchase, even though we have many dealers in our city. the entire dealership are superb in every aspect. love the pin-stripping too! thanks to all!",67,0.4541666666666666,0.939,Positive
Royal South Toyota,"I had a minor mechanical issue that needed to be resolved. I called Royal twice and received quotes for the parts and service. I paid for the parts and made an appointment the following week for the service. I was quoted (both times) that the service would take approximately 0.5 hour and that the cost came to $51. I've been sitting here waiting for half an hour when someone comes in and tells me that the work will take 2 hours (not half an hour) and the cost would be $204, not $51.  I'm sorry, I know that it's the best estimate however this is seriously way off the mark.",DealerRater,"i had a minor mechanical issue that needed to be resolved. i called royal twice and received quotes for the parts and service. i paid for the parts and made an appointment the following week for the service. i was quoted (both times) that the service would take approximately 0.5 hour and that the cost came to $51. i've been sitting here waiting for half an hour when someone comes in and tells me that the work will take 2 hours (not half an hour) and the cost would be $204, not $51. i'm sorry, i know that it's the best estimate however this is seriously way off the mark.",110,-0.045833333333333316,0.6621,Positive
Royal South Toyota,"I had a very bad experience at Royal South previously and then after a visit that I had to do with them because it was recall work that was being done that actually went, my wife took our other vehicle there and I truly think they took advantage of her as a woman and thinking she doesn't any better.  They weren't straightforward and didn't communicate on what they were doing or how much it was going to cost until they handed her the bill.  They also didn't even bother to reset the change oil light even though when asked their records apparently stated it was done.  I will NOT go back to Royal South.",DealerRater,"i had a very bad experience at royal south previously and then after a visit that i had to do with them because it was recall work that was being done that actually went, my wife took our other vehicle there and i truly think they took advantage of her as a woman and thinking she doesn't any better. they weren't straightforward and didn't communicate on what they were doing or how much it was going to cost until they handed her the bill. they also didn't even bother to reset the change oil light even though when asked their records apparently stated it was done. i will not go back to royal south.",114,0.03233333333333336,-0.0678,Negative
